,genero_musical,comida_favorita,filme_favorito,esporte_favorito,time,religiao,tem_filhos,idade,destino
39,4.0,1.0,5.0,7.0,3.0,6.0,1.0,44.0,Shopping
40,4.0,1.0,5.0,7.0,3.0,6.0,1.0,44.0,Shopping
41,1.0,0.0,0.0,7.0,3.0,0.0,1.0,43.0,Cinema
42,1.0,0.0,0.0,7.0,3.0,0.0,1.0,43.0,Shopping
43,7.0,1.0,7.0,3.0,1.0,6.0,0.0,43.0,Shopping
44,1.0,0.0,1.0,0.0,1.0,0.0,1.0,42.0,Shopping
45,3.0,4.0,5.0,2.0,1.0,0.0,1.0,42.0,Shopping
46,3.0,4.0,5.0,2.0,1.0,0.0,1.0,42.0,Parque
47,7.0,0.0,5.0,0.0,1.0,0.0,1.0,42.0,Shopping
48,7.0,0.0,5.0,0.0,1.0,0.0,1.0,42.0,Shopping
49,1.0,0.0,3.0,2.0,3.0,4.0,1.0,41.0,Show
50,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Cinema
51,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Shopping
52,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Show
53,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Teatro
54,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Cinema
55,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Shopping
56,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Parque
57,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Shopping
58,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Museu
59,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Biblioteca
60,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Jogos
61,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Teatro
62,1.0,0.0,7.0,2.0,1.0,0.0,1.0,41.0,Parque
63,1.0,4.0,7.0,4.0,1.0,0.0,1.0,41.0,Parque
64,0.0,4.0,0.0,0.0,1.0,0.0,1.0,41.0,Bar
65,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Cinema
66,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Shopping
67,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Shopping
68,1.0,0.0,7.0,0.0,0.0,0.0,1.0,41.0,Shopping
69,4.0,0.0,5.0,3.0,4.0,0.0,1.0,41.0,Shopping
70,1.0,1.0,0.0,7.0,3.0,0.0,1.0,41.0,Parque
71,1.0,1.0,0.0,7.0,3.0,0.0,1.0,41.0,Teatro
72,7.0,0.0,7.0,0.0,1.0,0.0,1.0,41.0,Shopping
73,3.0,1.0,7.0,2.0,4.0,0.0,1.0,41.0,Parque
74,1.0,5.0,7.0,4.0,1.0,6.0,1.0,40.0,Shopping
75,7.0,1.0,3.0,2.0,4.0,0.0,1.0,40.0,Cinema
76,0.0,0.0,6.0,0.0,1.0,0.0,1.0,40.0,Shopping
77,1.0,1.0,4.0,2.0,3.0,0.0,1.0,40.0,Show
78,1.0,1.0,2.0,7.0,2.0,4.0,1.0,39.0,Bar
79,1.0,0.0,0.0,2.0,1.0,6.0,1.0,39.0,Shopping
80,1.0,0.0,1.0,2.0,4.0,0.0,1.0,39.0,Cinema
81,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Shopping
82,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Parque
83,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Show
84,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Bar
85,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Shopping
86,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Parque
87,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Teatro
88,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Bar
89,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Shopping
90,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Parque
91,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Show
92,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Teatro
93,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Bar
94,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Cinema
95,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Shopping
96,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Parque
97,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Teatro
98,7.0,5.0,1.0,4.0,4.0,5.0,1.0,38.0,Shopping
99,3.0,1.0,7.0,3.0,4.0,0.0,1.0,38.0,Shopping
100,3.0,1.0,7.0,3.0,4.0,0.0,1.0,38.0,Parque
101,3.0,1.0,7.0,3.0,4.0,0.0,1.0,38.0,Shopping
102,1.0,0.0,1.0,0.0,3.0,0.0,1.0,38.0,Cinema
103,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Cinema
104,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Parque
105,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Shopping
106,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Show
107,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Museu
108,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Biblioteca
109,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Estádio
110,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Jogos
111,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Teatro
112,0.0,1.0,0.0,1.0,2.0,0.0,0.0,37.0,Bar
113,0.0,1.0,0.0,1.0,2.0,0.0,0.0,37.0,Bar
114,0.0,0.0,1.0,1.0,2.0,0.0,0.0,36.0,Parque
115,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Shopping
116,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Parque
117,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Shopping
118,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Parque
119,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Shopping
120,4.0,1.0,3.0,2.0,3.0,0.0,1.0,36.0,Parque
121,0.0,0.0,1.0,2.0,1.0,0.0,1.0,36.0,Shopping
122,3.0,1.0,3.0,2.0,0.0,0.0,1.0,35.0,Shopping
123,7.0,1.0,4.0,2.0,4.0,0.0,1.0,35.0,Shopping
124,4.0,1.0,3.0,7.0,4.0,0.0,1.0,35.0,Cinema
125,4.0,1.0,3.0,7.0,4.0,0.0,1.0,35.0,Shopping
126,4.0,1.0,3.0,7.0,4.0,0.0,1.0,35.0,Parque
127,1.0,1.0,7.0,7.0,1.0,0.0,0.0,35.0,Shopping
128,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Shopping
129,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Parque
130,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Shopping
131,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Teatro
132,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Cinema
133,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Shopping
134,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Parque
135,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Shopping
136,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Show
137,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Bar
138,7.0,0.0,1.0,0.0,1.0,5.0,0.0,32.0,Bar
139,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Shopping
140,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Parque
141,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Shopping
142,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Museu
143,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Bar
144,1.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,Shopping
145,3.0,3.0,3.0,2.0,3.0,0.0,0.0,30.0,Shopping
146,1.0,0.0,3.0,2.0,1.0,0.0,1.0,29.0,Cinema
147,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Shopping
148,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Parque
149,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Show
150,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Bar
151,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Cinema
152,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Parque
153,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Shopping
154,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Biblioteca
155,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Jogos
156,1.0,1.0,7.0,2.0,4.0,6.0,0.0,25.0,Shopping
157,4.0,4.0,7.0,1.0,4.0,0.0,0.0,25.0,Parque
158,1.0,1.0,2.0,0.0,1.0,0.0,0.0,23.0,Cinema
159,1.0,1.0,2.0,0.0,1.0,0.0,0.0,23.0,Estádio
160,1.0,1.0,2.0,0.0,1.0,0.0,0.0,23.0,Jogos
161,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Cinema
162,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Parque
163,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Museu
164,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Jogos
165,4.0,0.0,0.0,7.0,4.0,0.0,1.0,23.0,Parque
166,3.0,1.0,3.0,0.0,4.0,0.0,0.0,23.0,Museu
167,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Cinema
168,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Shopping
169,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Parque
170,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Shopping
171,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Estádio
172,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Jogos
173,0.0,3.0,2.0,0.0,0.0,0.0,0.0,23.0,Shopping
174,0.0,2.0,0.0,1.0,0.0,0.0,0.0,23.0,Parque
175,6.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,Estádio
176,6.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,Shopping
177,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,Shopping
178,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,Shopping
179,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,Museu
180,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Cinema
181,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Shopping
182,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Parque
183,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Shopping
184,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Museu
185,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Teatro
186,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Cinema
187,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Shopping
188,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Parque
189,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Shopping
190,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Jogos
191,4.0,2.0,3.0,7.0,4.0,5.0,0.0,20.0,Cinema
192,4.0,2.0,3.0,7.0,4.0,5.0,0.0,20.0,Shopping
193,4.0,2.0,3.0,7.0,4.0,5.0,0.0,20.0,Bar
194,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Cinema
195,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Shopping
196,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Parque
197,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Shopping
198,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Jogos
199,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Shopping
200,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Parque
201,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Shopping
202,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Museu
203,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Jogos
204,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Teatro
205,7.0,0.0,3.0,7.0,1.0,0.0,0.0,19.0,Parque
206,7.0,0.0,3.0,7.0,1.0,0.0,0.0,19.0,Parque
207,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Cinema
208,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
209,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Parque
210,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
211,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Biblioteca
212,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Jogos
213,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Bar
214,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Cinema
215,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
216,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Parque
217,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
218,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Biblioteca
219,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Bar
220,5.0,1.0,3.0,7.0,3.0,0.0,0.0,18.0,Shopping
221,5.0,1.0,3.0,7.0,3.0,0.0,0.0,18.0,Shopping
222,5.0,1.0,3.0,7.0,3.0,0.0,0.0,18.0,Shopping
223,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Cinema
224,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Parque
225,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Shopping
226,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Show
227,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Museu
228,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Biblioteca
229,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Jogos
230,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Teatro
231,0.0,4.0,5.0,4.0,4.0,5.0,0.0,18.0,Shopping
232,0.0,4.0,5.0,4.0,4.0,5.0,0.0,18.0,Parque
233,0.0,4.0,5.0,4.0,4.0,5.0,0.0,18.0,Bar
234,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Cinema
235,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Shopping
236,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Show
237,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Museu
238,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Estádio
239,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Bar
240,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Cinema
241,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Parque
242,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Show
243,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Museu
244,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Teatro
245,1.0,3.0,1.0,7.0,4.0,5.0,0.0,17.0,Shopping
246,4.0,1.0,2.0,0.0,5.0,0.0,0.0,17.0,Shopping
247,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Cinema
248,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Parque
249,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Show
250,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Museu
251,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Biblioteca
252,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Teatro
253,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Cinema
254,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Parque
255,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Shopping
256,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Show
257,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Jogos
258,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Teatro
259,0.0,5.0,5.0,0.0,1.0,5.0,0.0,17.0,Show
260,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Shopping
261,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Parque
262,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Museu
263,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Biblioteca
264,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Teatro
265,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Shopping
266,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Shopping
267,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Museu
268,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Teatro
269,4.0,4.0,1.0,7.0,3.0,0.0,0.0,16.0,Shopping
270,4.0,4.0,1.0,7.0,3.0,0.0,0.0,16.0,Parque
271,4.0,4.0,1.0,7.0,3.0,0.0,0.0,16.0,Shopping
272,4.0,4.0,1.0,7.0,3.0,0.0,0.0,16.0,Jogos
273,1.0,0.0,1.0,2.0,1.0,0.0,0.0,16.0,Cinema
274,6.0,1.0,1.0,0.0,2.0,0.0,0.0,27.0,Parque
275,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Cinema
276,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Shopping
277,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Parque
278,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Shopping
279,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Show
280,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Bar
281,0.0,0.0,1.0,0.0,1.0,0.0,1.0,27.0,Bar
282,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Cinema
283,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Shopping
284,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Parque
285,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Show
286,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Teatro
287,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Cinema
288,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Shopping
289,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Parque
290,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Show
291,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Museu
292,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Estádio
293,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Teatro
294,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Bar
295,0.0,2.0,7.0,7.0,2.0,0.0,1.0,27.0,Parque
296,3.0,1.0,3.0,2.0,2.0,0.0,1.0,27.0,Parque
297,5.0,0.0,1.0,0.0,1.0,5.0,0.0,21.0,Jogos
298,0.0,3.0,7.0,1.0,3.0,0.0,1.0,27.0,Shopping
299,5.0,0.0,1.0,0.0,1.0,5.0,0.0,21.0,Jogos
300,0.0,0.0,8.0,4.0,3.0,4.0,0.0,28.0,Bar
301,4.0,1.0,5.0,2.0,4.0,0.0,0.0,15.0,Cinema
302,4.0,1.0,5.0,2.0,4.0,0.0,0.0,15.0,Shopping
303,4.0,1.0,5.0,2.0,4.0,0.0,0.0,15.0,Jogos
304,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Cinema
305,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Shopping
306,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Show
307,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Estádio
308,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Bar
309,7.0,1.0,4.0,4.0,4.0,0.0,0.0,23.0,Parque
310,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Cinema
311,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Shopping
312,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Shopping
313,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Jogos
314,7.0,6.0,8.0,0.0,5.0,0.0,0.0,28.0,Cinema
315,0.0,1.0,1.0,7.0,5.0,0.0,1.0,35.0,Cinema
316,0.0,0.0,1.0,0.0,5.0,0.0,1.0,42.0,Bar
317,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Shopping
318,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Parque
319,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Biblioteca
320,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Bar
321,0.0,2.0,7.0,0.0,0.0,4.0,1.0,58.0,Shopping
322,5.0,1.0,6.0,4.0,1.0,6.0,1.0,28.0,Show
323,1.0,2.0,2.0,1.0,4.0,4.0,0.0,53.0,Museu
324,6.0,3.0,1.0,0.0,2.0,4.0,1.0,29.0,Estádio
325,0.0,4.0,2.0,3.0,3.0,5.0,1.0,17.0,Shopping
326,5.0,4.0,4.0,0.0,0.0,3.0,0.0,28.0,Biblioteca
327,0.0,0.0,3.0,0.0,4.0,0.0,1.0,39.0,Biblioteca
328,4.0,5.0,7.0,1.0,4.0,6.0,1.0,19.0,Estádio
329,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Cinema
330,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Shopping
331,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Museu
332,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Estádio
333,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Jogos
334,5.0,0.0,1.0,0.0,1.0,5.0,0.0,21.0,Jogos
335,7.0,1.0,0.0,4.0,4.0,0.0,0.0,29.0,Parque
336,7.0,1.0,0.0,4.0,4.0,0.0,0.0,29.0,Museu
337,7.0,1.0,0.0,4.0,4.0,0.0,0.0,29.0,Biblioteca
338,7.0,1.0,0.0,4.0,4.0,0.0,0.0,29.0,Jogos
339,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Shopping
340,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Parque
341,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Show
342,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Estádio
343,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Bar
344,4.0,1.0,4.0,0.0,3.0,0.0,0.0,15.0,Shopping
345,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Cinema
346,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Shopping
347,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Shopping
348,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Biblioteca
349,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Bar
350,2.0,1.0,4.0,0.0,4.0,0.0,1.0,39.0,Jogos
351,6.0,1.0,5.0,4.0,4.0,6.0,1.0,25.0,Shopping
352,7.0,0.0,5.0,7.0,4.0,5.0,1.0,28.0,Shopping
353,7.0,5.0,2.0,0.0,3.0,5.0,1.0,28.0,Cinema
354,7.0,5.0,2.0,0.0,3.0,5.0,1.0,28.0,Shopping
355,7.0,5.0,2.0,0.0,3.0,5.0,1.0,28.0,Shopping
356,0.0,1.0,1.0,4.0,4.0,5.0,0.0,25.0,Cinema
357,0.0,1.0,1.0,4.0,4.0,5.0,0.0,25.0,Bar
358,0.0,0.0,2.0,4.0,4.0,5.0,0.0,21.0,Parque
